latitude,longitude,feels_like,temp,temp_min,temp_max,humidity,clouds_all,wind_deg,pressure,wind_speed
52.17107799497487,-2.173528,269.86,273.22,271.38,274.49,91.0,13.0,355.0,1011.0,2.86
52.179833015075374,-2.173528,269.86,273.22,271.38,274.49,91.0,13.0,355.0,1011.0,2.86
52.18858803517588,-2.173528,269.86,273.22,271.38,274.49,91.0,13.0,355.0,1011.0,2.86
52.197343055276384,-2.173528,269.86,273.22,271.38,274.49,91.0,13.0,355.0,1011.0,2.86
52.206098075376886,-2.173528,269.53,272.94,271.2,274.31,91.0,13.0,355.0,1011.0,2.85
52.21485309547739,-2.173528,269.53,272.94,271.2,274.31,91.0,13.0,355.0,1011.0,2.85
52.22360811557789,-2.173528,269.53,272.94,271.2,274.31,91.0,13.0,355.0,1011.0,2.85
52.23236313567839,-2.173528,269.53,272.94,271.2,274.31,91.0,13.0,355.0,1011.0,2.85
52.24111815577889,-2.173528,269.53,272.94,271.2,274.31,91.0,13.0,355.0,1011.0,2.85
52.249873175879394,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.2586281959799,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.267383216080404,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.276138236180905,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.28489325628141,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.29364827638191,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.30240329648241,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.31115831658291,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.31991333668342,-2.173528,269.53,272.86,271.25,274.36,92.0,13.0,357.0,1011.0,2.75
52.32866835678392,-2.173528,269.68,273.05,272.36,274.05,92.0,13.0,351.0,1011.0,2.84
52.33742337688442,-2.173528,269.68,273.05,272.36,274.05,92.0,13.0,351.0,1011.0,2.84
52.346178396984925,-2.173528,269.68,273.05,272.36,274.05,92.0,13.0,351.0,1011.0,2.84
52.35493341708543,-2.173528,269.68,273.05,272.36,274.05,92.0,13.0,351.0,1011.0,2.84
52.36368843718593,-2.173528,269.52,272.9,272.28,273.96,93.0,13.0,352.0,1011.0,2.81
52.37244345728643,-2.173528,269.52,272.9,272.28,273.96,93.0,13.0,352.0,1011.0,2.81
52.38119847738693,-2.173528,269.52,272.9,272.28,273.96,93.0,13.0,352.0,1011.0,2.81
52.38995349748744,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.39870851758794,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.40746353768844,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.416218557788945,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.424973577889446,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.43372859798995,-2.173528,269.05,272.24,271.66,273.35,93.0,13.0,359.0,1012.0,2.5
52.44248361809045,-2.173528,269.33,272.47,271.91,273.6,93.0,13.0,358.0,1012.0,2.49
52.45123863819096,-2.173528,269.33,272.47,271.91,273.6,93.0,13.0,358.0,1012.0,2.49
52.45999365829146,-2.173528,269.33,272.47,271.91,273.6,93.0,13.0,358.0,1012.0,2.49
52.46874867839196,-2.173528,269.33,272.47,271.91,273.6,93.0,13.0,358.0,1012.0,2.49
52.47750369849246,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.486258718592964,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.495013738693466,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.50376875879397,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.512523778894476,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.52127879899498,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.53003381909548,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.53878883919598,-2.173528,269.36,272.49,271.95,273.63,94.0,13.0,357.0,1011.0,2.49
52.54754385929648,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.556298879396984,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.565053899497485,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.57380891959799,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.582563939698495,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.591318959799,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.6000739798995,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
52.608829,-2.173528,269.09,272.05,271.49,272.84,91.0,13.0,1.0,1011.0,2.26
50.86658,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.8753350201005,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.884090040201,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.892845060301504,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.90160008040201,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.910355100502514,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.919110120603015,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.92786514070352,-2.161033030150754,270.21,274.13,272.51,275.08,89.0,12.0,13.0,1010.0,3.8
50.93662016080402,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.94537518090452,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.95413020100502,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.96288522110552,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.97164024120603,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.98039526130653,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.989150281407035,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
50.99790530150754,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.00666032160804,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.01541534170854,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.02417036180904,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.03292538190955,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.04168040201005,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.05043542211055,-2.161033030150754,268.81,272.77,271.53,274.13,89.0,12.0,19.0,1010.0,3.45
51.059190442211055,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.067945462311556,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.07670048241206,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.08545550251256,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.09421052261307,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.10296554271357,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.11172056281407,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.12047558291457,-2.161033030150754,269.53,273.37,272.25,274.85,92.0,12.0,20.0,1010.0,3.47
51.129230603015074,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.137985623115576,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.14674064321608,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.15549566331658,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.16425068341709,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.17300570351759,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.18176072361809,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.19051574371859,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.199270763819094,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.208025783919595,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.2167808040201,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.225535824120605,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.23429084422111,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
51.24304586432161,-2.161033030150754,271.51,273.02,271.76,274.12,91.0,9.0,347.0,1011.0,1.34
